3.328006060158159377e-04,-8.914263099549183528e-03,1.681953772817974032e-03,2.198427548798706326e-03,5.581225245088975578e-03,6.576354728184373444e-04
1.797800606015816094e-03,-3.299263099549183328e-03,-5.642046227182026183e-03,5.376506853665315167e-04,3.750077748128950814e-03,-3.004187031661484375e-03
3.261800606015816117e-03,-4.031263099549183340e-03,2.170953772817974317e-03,2.808411932998589218e-03,-9.862391329669858119e-04,-3.736739536781441551e-03
-6.441993939841836325e-04,3.536736900450817168e-03,-3.933046227182025734e-03,-1.854464311305426862e-03,-2.084248502447056967e-03,1.708196717250500679e-03
3.328006060158159377e-04,8.507369004508167146e-04,-2.224046227182026152e-03,3.955723813806514763e-03,-1.888913505135022663e-03,2.928848590090536719e-03
5.768006060158162307e-04,4.268736900450816746e-03,2.169537728179738757e-04,5.933411936710548083e-03,-5.463272490550132553e-04,-1.718820293574556402e-04
-8.881993939841839256e-04,5.001736900450816023e-03,-2.956046227182026163e-03,-1.976733063545455839e-03,-3.647497254463030487e-03,-2.516083289181410276e-03
1.797800606015816094e-03,4.268736900450816746e-03,-2.712046227182026304e-03,-1.512856815529481543e-03,1.943657749152963949e-03,-3.443114531533484485e-03
5.768006060158162307e-04,-8.582630995491833011e-04,1.681953772817974032e-03,2.149475061790540216e-03,5.028902477769406527e-04,4.141667172185073409e-04
3.261800606015816117e-03,-1.590263099549183313e-03,2.414953772817973743e-03,-2.318240564441465847e-03,-1.914082253919074678e-03,2.806740468210514039e-03
-1.551993939841837811e-04,-7.694263099549182930e-03,-5.150462271820261360e-04,-1.097425560281498243e-03,3.945557119240985719e-03,-2.930726404149541775e-03
-8.881993939841839256e-04,-6.473263099549183067e-03,2.658953772817974036e-03,-1.757044312329440229e-03,2.261403998704958514e-03,6.334142176345064490e-04
5.215800606015816993e-03,2.315736900450816871e-03,-4.910046227182026171e-03,3.667931889185134520e-04,-6.356839138086919916e-03,-1.417486407221495159e-03
-4.001993939841833395e-04,-1.102263099549183377e-03,-3.445046227182026015e-03,1.392281938246567666e-03,-1.108336004367080612e-03,-5.177238283517508755e-03
-2.109199393984183789e-03,8.507369004508167146e-04,-4.665046227182025745e-03,-9.761536917614133460e-04,-3.158759753503042212e-03,2.049441094506478100e-03
-8.881993939841839256e-04,6.710736900450818207e-03,5.099953772817973630e-03,1.001889434022512973e-03,-1.571762249823022931e-03,-1.905905786461544599e-03
5.768006060158162307e-04,5.489736900450816609e-03,3.634953772817974341e-03,-2.952733063545455276e-03,1.015682122440944926e-03,-5.626082872614360242e-04
-1.376199393984183644e-03,-4.276263099549183766e-03,3.146953772817973755e-03,-2.562153062521441323e-03,2.016678997424941732e-03,-5.665325785437529821e-03
3.506800606015816543e-03,6.067369004508164215e-04,-4.177046227182026027e-03,4.406063113105464224e-04,-2.524271004559029610e-03,-5.378664087574806796e-04
-6.441993939841836325e-04,-1.834263099549183389e-03,1.681953772817974032e-03,-3.978443063033449030e-03,1.615489989609617677e-04,-3.662903277629431936e-03
8.208006060158156564e-04,-3.787263099549183047e-03,-2.710462271820260598e-04,-1.683536816457417533e-03,5.031340078568116887e-04,-2.052381397365625471e-03
-2.353199393984183648e-03,3.048736900450816582e-03,-2.956046227182026163e-03,3.199064437862562775e-03,-3.752485024470565179e-04,-8.312232817254856798e-04
1.308800606015817110e-03,-3.692630995491832328e-04,-1.980046227182026292e-03,3.516276305934615352e-03,-5.461353774950561575e-04,3.904929843450491433e-03
5.215800606015816993e-03,-3.692630995491832328e-04,-3.445046227182026015e-03,1.978789439142578967e-03,-1.815762249823023224e-03,1.292492964242466374e-03
3.261800606015816117e-03,-2.078263099549183465e-03,2.902953772817974329e-03,-2.074350553241587937e-03,3.076989926250068424e-04,3.368183587402567847e-03
-1.551993939841837811e-04,5.245736900450817183e-03,5.588953772817972614e-03,-2.220370562905446370e-03,-1.987466002831061573e-03,2.220507966034485081e-03
-2.597199393984183941e-03,-2.322263099549183325e-03,4.611953772817973911e-03,3.687719436262547248e-03,7.225796213529587717e-04,1.561522347866436261e-03
-2.353199393984183648e-03,-3.055263099549183035e-03,-1.247046227182026148e-03,-2.830914313865459143e-03,-2.207067252127051498e-03,-7.339782865895434771e-04
8.880060601581564461e-05,-2.322263099549183325e-03,3.879953772817973899e-03,-5.272079939105447748e-03,1.332995257632814401e-03,-3.516481415285398204e-03
-1.620199393984183937e-03,5.001736900450816023e-03,7.059537728179737272e-04,1.881194436326542700e-03,3.384258998448954822e-03,-2.979788280957476609e-03
-2.353199393984183648e-03,-4.520263099549183192e-03,7.059537728179737272e-04,-2.488968682929527422e-03,2.261036498704929038e-03,-3.907807657509497490e-03
-1.551993939841837811e-04,-3.692630995491832328e-04,2.414953772817973743e-03,1.929454433254503172e-03,3.554875249536968655e-03,-1.905818284541518914e-03
-1.864199393984183363e-03,3.780736900450816593e-03,9.499537728179735865e-04,3.931831921222739799e-03,-4.248134872152516638e-04,1.927444217666499787e-03
-3.818199393984183804e-03,-8.582630995491833011e-04,-1.980046227182026292e-03,2.124469435046526071e-03,1.113962751456993444e-03,-9.778032827495002077e-04
2.285800606015816680e-03,2.071736900450816578e-03,-3.445046227182026015e-03,1.465583809198573069e-03,-1.279216630855012447e-03,6.334998457544621653e-04
-6.441993939841836325e-04,-2.322263099549183325e-03,-2.712046227182026304e-03,-4.629355621374366819e-04,-4.550372254431082550e-03,1.121414217634508770e-03
-1.551993939841837811e-04,-1.590263099549183313e-03,-2.712046227182026304e-03,1.471975613425461835e-04,3.328783695289820599e-04,-9.293863893017270672e-04
5.768006060158162307e-04,-5.496263099549183496e-03,7.059537728179737272e-04,1.270288184726522766e-03,5.825896497808946521e-03,-5.249809529229453042e-03
2.773800606015815531e-03,5.245736900450817183e-03,1.681953772817974032e-03,-1.732389311145486090e-03,-1.669280374039100890e-03,-2.857775785917452543e-03
5.768006060158162307e-04,3.780736900450816593e-03,5.343953772817974790e-03,4.493085686134540638e-03,1.528678997424942013e-03,-4.737310783645511114e-03
2.285800606015816680e-03,6.067369004508164215e-04,-1.247046227182026148e-03,1.123953801262675585e-03,-3.427370382486991194e-03,-1.734268298013298681e-03
5.768006060158162307e-04,-3.543263099549183621e-03,-1.247046227182026148e-03,2.689769359425385128e-04,-4.233263504239080308e-03,-1.725070357575346491e-04
-1.551993939841837811e-04,3.292736900450816875e-03,-1.003046227182026072e-03,-1.708416190801426669e-03,-1.767135377495056021e-03,1.537042968402492493e-03
2.529800606015816106e-03,3.627369004508167790e-04,1.681953772817974032e-03,-3.148660563417455226e-03,-2.939067252127051510e-03,-2.271824531021475468e-03
3.328006060158159377e-04,-1.346263099549183237e-03,-3.689046227182026308e-03,1.563145056414609255e-03,-5.832286949515813959e-05,3.099022975058405432e-03
-3.085199393984184094e-03,3.627369004508167790e-04,-3.689046227182026308e-03,5.131644327424971994e-04,-2.938792253407070034e-03,3.490030468722524204e-03
2.285800606015816680e-03,-5.740263099549183790e-03,1.681953772817974032e-03,7.334838168784755044e-04,4.727253379128859220e-03,-1.148775785917450359e-03
3.328006060158159377e-04,-8.582630995491833011e-04,-1.980046227182026292e-03,-1.293530564953473093e-03,4.238265244928910228e-03,-3.052809529229455476e-03
2.041800606015817254e-03,-2.322263099549183325e-03,5.343953772817974790e-03,-1.732733063545456413e-03,1.626416500240908912e-03,-2.457639076694911884e-04
3.261800606015816117e-03,4.268736900450816746e-03,-4.421046227182026320e-03,-1.586240564441467570e-03,-1.801459987350088020e-04,1.097015466930497535e-03
-2.841199393984183801e-03,-3.299263099549183328e-03,-4.665046227182025745e-03,-3.654255602814973636e-04,-1.084012883062984798e-03,-3.433189085654819728e-04
-4.001993939841833395e-04,2.559736900450816730e-03,1.925953772817973891e-03,-1.391125567769507625e-03,-4.696777251615045709e-03,2.415710464626470710e-03
1.064800606015815949e-03,7.930736900450817070e-03,2.170953772817974317e-03,-2.684328691121421091e-03,5.764908672890108228e-04,1.268657334938600584e-03
-2.597199393984183941e-03,-1.252630995491833734e-04,1.681953772817974032e-03,-2.171848060217412314e-03,2.651446495248913938e-03,-9.778032827495002077e-04
-1.132199393984183351e-03,4.268736900450816746e-03,-1.980046227182026292e-03,9.037331832865850081e-04,3.188977747456944820e-03,4.871110891305485691e-04
3.506800606015816543e-03,-3.055263099549183035e-03,-2.710462271820260598e-04,3.980411936710547341e-03,1.505649985697292415e-05,4.799421865852096514e-05
-1.551993939841837811e-04,-1.102263099549183377e-03,-1.980046227182026292e-03,-3.685589321385354493e-03,-3.514566277830525297e-04,1.195056715426530414e-03
5.768006060158162307e-04,-4.764263099549182617e-03,1.925953772817973891e-03,-1.513131814249464753e-03,3.481591495504917505e-03,-5.518933281213476288e-03
5.768006060158162307e-04,3.048736900450816582e-03,-1.736046227182026216e-03,-1.244470564505444250e-03,-3.500452250239084479e-03,1.609681091434517902e-03
2.041800606015817254e-03,-2.811263099549183610e-03,-2.956046227182026163e-03,2.466701937222554736e-03,-3.158943500143027248e-03,3.782740468210515211e-03
1.553800606015814934e-03,-2.322263099549183325e-03,-2.224046227182026152e-03,-3.343871813769453728e-03,-3.574265372631116582e-03,-2.076642027629554965e-03
-5.038199393984183969e-03,2.559736900450816730e-03,5.832953772817973774e-03,-2.677330635454553895e-04,2.345702472329397673e-04,3.162179655224819919e-04
8.208006060158156564e-04,8.175736900450817496e-03,4.855953772817973337e-03,-7.244806239346986143e-05,-2.963556005711014563e-03,-1.587817026989568614e-03
1.553800606015814934e-03,2.071736900450816578e-03,1.681953772817974032e-03,1.709665687158553118e-03,-2.035451001039038834e-03,1.170399215842485297e-03
-1.376199393984183644e-03,-2.322263099549183325e-03,1.193953772817973880e-03,1.782740683990576523e-03,-1.498631012750924283e-03,1.829726710050598448e-03
5.768006060158162307e-04,2.804736900450817156e-03,-2.704622718202641732e-05,-7.280556367345730751e-05,-4.493572526390594672e-04,-2.174492033965514520e-03
-1.132199393984183351e-03,-4.031263099549183340e-03,2.169537728179738757e-04,-4.735846188497456512e-03,1.015557119240985840e-03,-2.491603909717466508e-03
-8.881993939841839256e-04,-2.322263099549183325e-03,-2.224046227182026152e-03,-2.880349314633470249e-03,1.858602477449460173e-04,-7.579270347335236024e-04
-1.132199393984183351e-03,-1.590263099549183313e-03,4.611953772817973911e-03,2.693194413824814143e-04,-1.205722249983088700e-03,4.906396704674669679e-03
-2.353199393984183648e-03,1.583736900450816425e-03,-2.224046227182026152e-03,2.759774437350556373e-03,4.057364957609208879e-04,4.051326715714481663e-03
1.064800606015815949e-03,-1.102263099549183377e-03,2.658953772817974036e-03,1.148289438566517558e-03,2.920660874712916084e-03,4.383960902825320693e-04
